merged_image_id,source_archive,source_frame_id,source_ordinal,image_name,width,height,box_count,yolo_label_path,image_file_present,image_sha256
805,dilara.zip,25,26,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0039.jpg,1920,1080,1,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0039.txt,true,51710a76bc373c45399769a866d9ed285cee36f30863b416e41f176d4ed110c5
806,dilara.zip,26,27,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0040.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0040.txt,true,6c570678f800ade9443da4320956529f3912e01316c7175ba1462c9d2c5ddd90
807,dilara.zip,27,28,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0041.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0041.txt,true,0d1ad73984d76ce4503561b38a0e90eb812b3321dcb07e2fb5d86bf96ce19612
808,dilara.zip,28,29,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0047.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0047.txt,true,8ef8699da24bfa857509498b7c2b07fe18dc70c206dbe0dbd5e92fa1d008a59b
809,dilara.zip,29,30,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0048.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0048.txt,true,c82d51b4e8529c7226c75e8aa998162218803118bd4d281e40c0e7624f822f71
810,dilara.zip,30,31,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0049.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0049.txt,true,45b44c7491c71fc4addd4be8d82fc76a6d065c322c5391c81bac515baed9b823
811,dilara.zip,31,32,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0050.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0050.txt,true,236cecaf1f048c98f87027cad0244f9a2ed9198e6d64a3401c3339567c710f7b
812,dilara.zip,32,33,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0051.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0051.txt,true,5817a0b2c036d93f5b5d47d57ed11d5b2f6cdbc2e664e99133a6e4042995f471
813,dilara.zip,33,34,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0052.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0052.txt,true,c012ed23bc753759ad781566a0413293f3b64a566885f412f66fd0f8182b539d
814,dilara.zip,34,35,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0053.jpg,1920,1080,6,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0053.txt,true,82842616a4de576dc8676c92ad659eda1c88fdc3353cb6e05f7080cc9308d69a
815,dilara.zip,35,36,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0054.jpg,1920,1080,2,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0054.txt,true,aa10fab858023b18aca6a96a226208298d73518c995cb63c35fded702a1d389e
816,dilara.zip,36,37,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0055.jpg,1920,1080,2,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0055.txt,true,7a1abb51dfde6439d7be3af7b42d594c634f365c2d6140c50c48174c53d5fd62
817,dilara.zip,37,38,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0056.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0056.txt,true,a9f6ae77f30eb8eef3409e0d87028d9ef8cf8c9766729923d5de1a29cea7f89d
818,dilara.zip,38,39,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0057.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0057.txt,true,73178b5101ed1098457702c7b6e58b07fa29fe4df7d59e74906c28009fe3959a
819,dilara.zip,39,40,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0058.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0058.txt,true,7b2573c0ef8f182b229477452219534198455dfa67e2a87a1f43aab77a9ccbc9
820,dilara.zip,40,41,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0059.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0059.txt,true,71f2ac92c6241aa25c27ff4eded51b6beab4fb9ab8d012161ac9bd47a5d17e58
821,dilara.zip,41,42,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0060.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0060.txt,true,96e10a7ef15425f6c68d62095713daaf3e496a0b75a941a0512f1ddc27894274
822,dilara.zip,42,43,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0061.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0061.txt,true,6e5cd76f23adb7d2ca34dbf8169ad802567bbfcec4000ddb046fba042164b820
823,dilara.zip,43,44,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0062.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0062.txt,true,024898241092125fdb25bebd40dbc93a92cf1c287ce216d84f8bfb00de0e02bf
824,dilara.zip,44,45,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0063.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0063.txt,true,3276fb35990af69cfb95c6f753317fcaef314b45f44ec3e4afd735693e69a80b
825,dilara.zip,45,46,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0064.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0064.txt,true,9c83c8889a5d4377a38dbdc23724150b728fbe6b38f031261fcbdd5d86fdccf5
826,dilara.zip,46,47,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0065.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0065.txt,true,2dceda85f653958800893afb58f01a67bece36a8dbd94164b2c91695ede81c1b
827,dilara.zip,47,48,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0066.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0066.txt,true,3a095dd1c291235a4d13cf4d49197557d3311337ab7164185e8f853e29258a86
828,dilara.zip,48,49,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0067.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0067.txt,true,5f102ca93a82e9e7ce99ebffeade0ee070532b54c5635164858e98b1ac3e550c
829,dilara.zip,49,50,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0068.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0068.txt,true,d8255b891e715a15aefed97c368c1c9f410a96a18d2202ba67f32e89add54d5f
830,dilara.zip,50,51,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0069.jpg,1920,1080,3,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0069.txt,true,598f88c8fc831a2837adfef9be098bc1ca87dd6df440dda87f039f8ee20df49d
831,dilara.zip,51,52,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0070.jpg,1920,1080,1,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0070.txt,true,06d4c9268bb54b6da06a13f5bd42e0f830edec8547826e94f92c43b01adda764
832,dilara.zip,52,53,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0071.jpg,1920,1080,1,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0071.txt,true,9ee7557cc0fa4bc688153d827ab293552b5519c5067e3629918e23f18d52a76a
833,dilara.zip,53,54,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0072.jpg,1920,1080,2,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0072.txt,true,42220f0e422b2742b62ef099917dc960b7605c5e292ade43988f8bdf90536c09
834,dilara.zip,54,55,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0073.jpg,1920,1080,1,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0073.txt,true,811101966fc2b59e8d8a4e5ee0b98c7bb83456c082eba1ff9032b8a4a2ac4478
835,dilara.zip,55,56,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0074.jpg,1920,1080,2,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0074.txt,true,069e7d31b2584ba97beb23c51a2f32ba1b5db38a30938faaa5bf4a7c20b58b9a
836,dilara.zip,56,57,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0075.jpg,1920,1080,2,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0075.txt,true,958a68763e3ad662b84d279b8df64c3dfb81e6184837391c62fbe75e26f86fb4
837,dilara.zip,57,58,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0076.jpg,1920,1080,2,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0076.txt,true,37a0b2346e59989f23f85a8032fe01af2392316a2b288530a43540a56b3b6be4
838,dilara.zip,58,59,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0077.jpg,1920,1080,2,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0077.txt,true,4daf7339b6481df0dff0145654cfe1a6487bd8712a1bb605504ba28439cfc327
839,dilara.zip,59,60,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0078.jpg,1920,1080,2,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0078.txt,true,21b6cb308e60fb895dab3f09b93df3034acecc888b420272699abda344de38c0
840,dilara.zip,60,61,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0079.jpg,1920,1080,13,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0079.txt,true,24db43f4d76abe2ee20338bf8b679aa2dad57257da7cc767b75d450a110d68ea
841,dilara.zip,61,62,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0080.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0080.txt,true,7f8cf09acae44c988d13eb788c988673246ffb81fbf3e76cb5e5dae5e58b7e36
842,dilara.zip,62,63,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0081.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0081.txt,true,882b2b5ec87aab443435defe15d5439147f39ddb3df154ef7f81b44a5acacf98
843,dilara.zip,63,64,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0083.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0083.txt,true,034e09905f5835d75d17ca75a8a17097a4682a1dc3d7be9a099192a6675decc9
844,dilara.zip,64,65,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0084.jpg,1920,1080,4,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0084.txt,true,0817732ac15c56ec67038a7620c053fd423f3281723c9feabd23a15a79cb0875
845,dilara.zip,65,66,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0085.jpg,1920,1080,4,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0085.txt,true,6197bf1fe530d3e6ad3889defa39d1c4d1d157102f493edd1012a013bd47e0f8
846,dilara.zip,66,67,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0087.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0087.txt,true,6496c097437d0dfa7db9a044e06701bf1c198abc04c085a7e43a3c3bdc317b7f
847,dilara.zip,67,68,tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0090.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid01_43_years_after_the_establishme/vid01_43_years_after_the_establishme_0090.txt,true,786f71de43e843031b49e57c3191afb2fdc50db4a647fdc80ac87424b3cd0a90
848,dilara.zip,68,69,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0001.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0001.txt,true,7425a5727e6466525a4bcfa2f500a85afd7d7b4673270c0a4bd74ec1aeaf3245
849,dilara.zip,69,70,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0002.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0002.txt,true,376b53f63224344105905fc736ad273bd380c2ae0ece723f5e87f49708b6e796
850,dilara.zip,70,71,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0003.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0003.txt,true,9445c6ab1b2eebebb2cf47f1fb4347b3a09d3c8081d45dc8f6af2f46b2e56935
851,dilara.zip,71,72,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0004.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0004.txt,true,7cb4d5ab97668a3921e62696ec397685a4fdc0f3295261e439aa7ea90c54fb15
852,dilara.zip,72,73,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0005.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0005.txt,true,8d7eaadf848994ac5dc2c0d35a3acad72f5761954ad8eceb6e91773ad2d86543
853,dilara.zip,73,74,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0006.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0006.txt,true,7a06059c9ad6910c604eb45487e13ff081fa4231a7f98cfe59ee341b39f34478
854,dilara.zip,74,75,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0007.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0007.txt,true,7589624f051699c9040e05f8003e3e1f7d75ca3726973e0aaf699fb7bca2a56e
855,dilara.zip,75,76,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0008.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0008.txt,true,37c89e356c4b5073c0522b565f9131554bfcc63eeaf3ddee6619ba4d2c42df4a
856,dilara.zip,76,77,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0009.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0009.txt,true,565ff3ad5c0d5eb6f0aae71398db39f5897d94a9657feb32f796235bdfb4add1
857,dilara.zip,77,78,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0010.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0010.txt,true,cc310645d39b7e6bc2788ae0806e123120c4aadfa3dacc09bce7d14619c22ef0
858,dilara.zip,78,79,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0012.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0012.txt,true,1b2c1c5742535d2dfaabb1e4241984e51b957dff9cddda7d86d9a50950bd7c71
859,dilara.zip,79,80,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0013.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0013.txt,true,c566c36324186c524204f50686f6615cf6c8b6005e0643435fd5a2afc2098af4
860,dilara.zip,80,81,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0014.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0014.txt,true,3000d485e2356e9081abb6ad015aaf1ec5f0919fffb1ab48987d6b21b60a1f3c
861,dilara.zip,81,82,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0015.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0015.txt,true,6eee5016ee4f51200fde37225fa4268fbf283f88a976c042f827806eed38a0c3
862,dilara.zip,82,83,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0016.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0016.txt,true,ce995fbfc14f99fef2c53a7ce313c169fd8c2342794c582282a5d7a9412efa76
863,dilara.zip,83,84,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0031.jpg,1920,1080,8,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0031.txt,true,2b79afb4670814aeb995f55165f0ab1aa714a61ba9e23d65868e6a893824bc89
864,dilara.zip,84,85,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0032.jpg,1920,1080,7,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0032.txt,true,717a85c5b0ce06a991fdb352480bf56fc432c3a86439a4efd3c6cfcf891f23d5
865,dilara.zip,85,86,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0033.jpg,1920,1080,6,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0033.txt,true,1148635fd14aa8adab9bdd2a7b28c5d44fb24e6ddfa22e39c9d4e42e30cf2741
866,dilara.zip,86,87,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0034.jpg,1920,1080,2,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0034.txt,true,6bfceaea831e4640f97f7ab9e53ce58f850339bb2301807884b5808935dd8e4e
867,dilara.zip,87,88,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0035.jpg,1920,1080,4,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0035.txt,true,6d554e056d8032db7533ffe7053c34f6d0d6cba7f1467593a88da6f360c6fe24
868,dilara.zip,88,89,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0036.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0036.txt,true,e0f4422e7dbeadab4674180c3fdbd962fb66558041b409f935eb46c54e124666
869,dilara.zip,89,90,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0037.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0037.txt,true,8addac9a7aac4fd1619fe553ec70c478eae27006bf3ef82ea1ec282793c9062e
870,dilara.zip,90,91,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0038.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0038.txt,true,48b00ad7a11c37047a5924416ae65b74c348b6a21683275af9430ff03a6f8dba
871,dilara.zip,91,92,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0039.jpg,1920,1080,0,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0039.txt,true,8c108a6cb3814e25f29fc82a4556f830f68a5876b7d393468e43d679201e515c
872,dilara.zip,92,93,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0055.jpg,1920,1080,3,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0055.txt,true,4c272c3ba4610bab936e314aae2cde2bf49a3be28f739a101ccaaf909f7a9df5
873,dilara.zip,93,94,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0056.jpg,1920,1080,7,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0056.txt,true,b1654398f7fc53b19b4a7b029fa6df27bdf12f00ea8ded584890f1c50dd5e29c
874,dilara.zip,94,95,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0057.jpg,1920,1080,7,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0057.txt,true,0f2b1f000223a1ff5dd0959c6af61174b9c26714ceb09dff61d5571a5bdb20c5
875,dilara.zip,95,96,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0058.jpg,1920,1080,4,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0058.txt,true,a3693003cdd57f16efb827c2fa7144c560b85bf968b4b9b86f9e995df7d9813c
876,dilara.zip,96,97,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0059.jpg,1920,1080,4,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0059.txt,true,30126f36bdaa981d0da3b324f2325d805df36573f7f167fc3a48ba71744855c0
877,dilara.zip,97,98,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0060.jpg,1920,1080,1,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0060.txt,true,32de00b141a78e45230e2a277fbff92222b37a082bfa58288dbd2b04629df7e0
878,dilara.zip,98,99,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0061.jpg,1920,1080,4,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0061.txt,true,8271aaaf2e804a53bfc643d0a93e5718f27c6bccd7b23e0456619e34949d5dce
879,dilara.zip,99,100,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0062.jpg,1920,1080,6,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0062.txt,true,1a8b57604c998c078427a291526ff38f3158eb64ce9e51f80d2b51412c152e0c
880,dilara.zip,100,101,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0063.jpg,1920,1080,5,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0063.txt,true,472ddc8735a3097e8457d92bce5ebfb868b9f8b0ff8b218a6a40e779b8927728
881,dilara.zip,101,102,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0064.jpg,1920,1080,3,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0064.txt,true,0ae72f6dfd355a2f557e378c2fa0bb2086620ad1722d4e5f1f65fe7c161d8530
882,dilara.zip,102,103,tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0065.jpg,1920,1080,2,yolo/labels/tatbikat_videolarindan/vid02_mke_operation_exercise_turkish/vid02_mke_operation_exercise_turkish_0065.txt,true,c87f6dcb715e541bd9bf7e3bb14c369e9ef71ca66a6e94ef963b9b6e228adeeb
